"gene_id","gene_symbol","mvp.mean","mvp.dispersion","mvp.dispersion.scaled"
"ENSG00000100453.14","GZMB",0.738728440817543,3.08743870581769,4.6725307865856
"ENSG00000166091.21","CMTM5",0.0203723858025365,3.07230391889095,8.40035240871972
"ENSG00000171611.10","PTCRA",0.0619652287215597,3.06585556656679,8.38126957752275
"ENSG00000161911.12","TREML1",0.0207091271358361,3.02043537107898,8.24685602816079
"ENSG00000223855.4","PDGFA-DT",0.0186673402187096,2.99122768668745,8.16042072145312
"ENSG00000163221.9","S100A12",1.51269122608049,2.98364078540941,2.41741719836264
"ENSG00000085265.12","FCN1",2.3737066808195,2.98101779002975,1.18208186711501
"ENSG00000102804.16","TSC22D1",0.105481322823175,2.95199945991009,8.04433127842691
"ENSG00000180644.8","PRF1",0.881963331333424,2.94055452270566,4.39962859512773
"ENSG00000288869.2","SMANTIS",0.018530921404847,2.91705300692851,7.94091303611384
"ENSG00000173369.18","C1QB",0.028781992837031,2.90592389241629,7.90797826410818
"ENSG00000204420.10","MPIG6B",0.0224143006105568,2.89618520587314,7.87915823349558
"ENSG00000145649.8","GZMA",1.16968659726387,2.89166794439179,4.55652172177773
"ENSG00000100450.13","GZMH",0.679242290929983,2.87616933819624,4.28000470113337
"ENSG00000231389.8","HLA-DPA1",2.10675401713766,2.86778450893058,1.07523576440896
"ENSG00000196126.12","HLA-DRB1",2.24821738156222,2.86249725470178,1.07024674966983
"ENSG00000254614.2","CAPN1-AS1",0.059504072101414,2.85644226067323,7.76154556650801
"ENSG00000129757.15","CDKN1C",0.450363203543584,2.85561353245895,6.99591385900568
"ENSG00000105369.10","CD79A",1.00414738639857,2.85504430381299,4.48002379916565
"ENSG00000204472.13","AIF1",2.28682149163947,2.85205302792409,1.06039165303975
"ENSG00000100721.11","TCL1A",0.485797871417146,2.81947621668738,6.89168256826697
"ENSG00000150681.10","RGS18",0.41079075088046,2.80315523252395,6.84460775905222
"ENSG00000137441.8","FGFBP2",0.628288752186468,2.78307176820793,4.10703488007487
"ENSG00000008517.19","IL32",2.27410281685454,2.78089066824549,0.993243366624158
"ENSG00000113088.6","GZMK",0.5362090156123,2.76946539151163,6.74743574894246
"ENSG00000130066.17","SAT1",2.2890970207642,2.76691330817338,0.98005443104508
"ENSG00000227507.3","LTB",2.31480808295264,2.75947932351155,0.973039777040685
"ENSG00000011600.12","TYROBP",2.42559459142048,2.75676672432755,0.674822987759941
"ENSG00000142089.17","IFITM3",1.64872145222066,2.74799186434101,2.10476741933524
"ENSG00000165682.15","CLEC1B",0.0143224079591041,2.73997806840793,7.41688906981467
"ENSG00000289621.2","ENSG00000289621.2",0.014381479100997,2.7399128176169,7.41669597090072
"ENSG00000163563.8","MNDA",2.04197344624731,2.7301364417336,1.32717305452596
"ENSG00000038427.16","VCAN",1.69716470688259,2.72412412136982,2.07310063074147
"ENSG00000165949.13","IFI27",0.0482878175303818,2.71507971038266,7.34320650109126
"ENSG00000203747.13","FCGR3A",0.949467158117637,2.69747441714591,4.15089843626467
"ENSG00000156738.18","MS4A1",0.788247578185974,2.68171726051579,3.91872415336972
"ENSG00000077984.6","CST7",0.9192738288064,2.67528010622261,4.10453989154855
"ENSG00000159674.12","SPON2",0.506975100813754,2.66587171161696,6.44863926289333
"ENSG00000088826.18","SMOX",0.0214480241207406,2.64051457715911,7.12254333336193
"ENSG00000085733.16","CTTN",0.0175606165484502,2.63462517128426,7.1051146116497
"ENSG00000187699.10","C2orf88",0.0261083937894315,2.61023490808157,7.03293566544005
"ENSG00000196735.13","HLA-DQA1",1.37815884064146,2.60536722112162,2.29700266022534
"ENSG00000105835.13","NAMPT",1.74508879434547,2.58338715677344,1.88637632628656
"ENSG00000025708.14","TYMP",2.13949672292006,2.57130562968499,0.795480444466368
"ENSG00000111796.4","KLRB1",0.714010260073305,2.55760335270367,3.68812779701122
"ENSG00000204482.11","LST1",1.82887631911419,2.55160622167507,1.15064743229593
"ENSG00000197353.4","LYPD2",0.058009421541404,2.54522993793892,6.84056421769081
"ENSG00000223865.11","HLA-DPB1",1.738748153808,2.52027261042654,1.80263841278666
"ENSG00000211829.9","TRDC",0.39603350654504,2.50498442024027,5.98459013014514
"ENSG00000170476.16","MZB1",0.212741348320998,2.4841552476198,6.65982378243267
"ENSG00000134539.17","KLRD1",0.651001056938402,2.47899584913956,3.5420796689339
"ENSG00000172543.9","CTSW",1.14451194614459,2.46751082194394,3.67056013479227
"ENSG00000124635.9","H2BC11",0.0278130179791203,2.45766834286678,6.58144017264788
"ENSG00000160307.10","S100B",0.276151723161934,2.45040724389733,6.55995215230206
"ENSG00000211751.9","TRBC1",1.42264607421137,2.42730233498058,2.05783495545997
"ENSG00000225936.2","SLC18A2-AS1",0.0141619148973473,2.41851473541623,6.46557155316632
"ENSG00000168685.15","IL7R",1.7288163740642,2.41317899775003,1.66055079283598
"ENSG00000158869.11","FCER1G",1.93677631314373,2.37976576874971,0.98073646222603
"ENSG00000173372.18","C1QA",0.0550334297881293,2.36436027959926,6.30531040629217
"ENSG00000169583.13","CLIC3",0.428183934362427,2.36030605774431,5.56729260422381
"ENSG00000257764.2","ENSG00000257764.2",1.46985135983019,2.34619298274965,1.94889299599521
"ENSG00000163191.6","S100A11",2.28801967189139,2.34440529900267,0.581378938259142
"ENSG00000127951.8","FGL2",1.72195903773402,2.30174372570704,1.51270282891517
"ENSG00000239961.3","LILRA4",0.110813493440628,2.29809939066521,6.10922227479358
"ENSG00000197746.15","PSAP",2.03611944603819,2.28596815492838,0.887992039807939
"ENSG00000135916.16","ITM2C",0.333002067561955,2.22302714455233,5.17133739815227
"ENSG00000100097.12","LGALS1",1.82615666033161,2.2098391103344,0.812717797932676
"ENSG00000211772.11","TRBC2",1.65961492598007,2.20975040965483,1.39064969238766
"ENSG00000198478.8","SH3BGRL2",0.0223840260881077,2.20410263626127,5.83105444103049
"ENSG00000070031.4","SCT",0.0594352169434115,2.19173115849878,5.79444310065536
"ENSG00000267519.6","MIR23AHG",1.46423884754417,2.18157631944643,1.72778826062823
"ENSG00000170458.15","CD14",1.31240605049913,2.18153549424953,1.72773342629874
"ENSG00000121858.11","TNFSF10",1.50670043879716,2.17594756755358,1.34580140254387
"ENSG00000156265.17","MAP3K7CL",0.188389264165956,2.17417936800632,5.74250148234194
"ENSG00000197249.14","SERPINA1",1.58888834105863,2.17318186730955,1.34213197954701
"ENSG00000227191.8","TRGC2",0.370880969012261,2.16971852710091,5.01757871724803
"ENSG00000196628.20","TCF4",0.432227903753075,2.16945041219564,5.01680539023004
"ENSG00000211598.2","IGKV4-1",0.0198610657826559,2.16592294544516,5.71806796659944
"ENSG00000166428.14","PLD4",0.274984611325471,2.16416405057501,5.71286280841129
"ENSG00000179639.11","FCER1A",0.0947287785122557,2.16411058419582,5.71270458351327
"ENSG00000171476.23","HOPX",0.60431616987713,2.15219720494275,2.93490696812139
"ENSG00000065534.20","MYLK",0.0195753033760737,2.145052340601,5.65630486663242
"ENSG00000276070.5","CCL4L2",0.0640377102035673,2.13937487858499,5.63950335768375
"ENSG00000150045.12","KLRF1",0.353039197329761,2.13074180305973,4.90515768738353
"ENSG00000128383.14","APOBEC3A",0.803427990249929,2.13047074050497,2.89454047234165
"ENSG00000041353.10","RAB27B",0.0485346513293482,2.11857097668467,5.57793765403655
"ENSG00000162722.9","TRIM58",0.0255891323292072,2.09832917264384,5.51803538595079
"ENSG00000138735.16","PDE5A",0.0126773872646225,2.08684688865204,5.48405546733652
"ENSG00000277734.8","TRAC",1.67606005806438,2.07779514557576,1.2155766049796
"ENSG00000007312.14","CD79B",0.681746953488722,2.07741230979867,2.79596102213617
"ENSG00000267011.5","ENSG00000267011.5",0.0191977395161278,2.06632798731652,5.42333317567981
"ENSG00000288730.1","ENSG00000288730.1",0.0176666605795014,2.06210821112694,5.4108454466187
"ENSG00000107438.9","PDLIM1",0.197943177378354,2.05670994208962,5.39487016307083
"ENSG00000277443.3","MARCKS",1.22696418799914,2.03907363464468,1.53638589722269
"ENSG00000187608.10","ISG15",1.22884971603946,2.03819057280436,1.53519981344114
"ENSG00000289046.1","ENSG00000289046.1",0.0126648418261186,2.03031547131986,5.3167600963573
"ENSG00000140022.14","STON2",0.0325777186069921,2.01932442741033,5.28423392144312
"ENSG00000256039.4","LINC02446",0.53440363796064,2.01484147389234,4.57086498610714
"ENSG00000149564.12","ESAM",0.0134743322004176,2.00632113901132,5.24575284208366
"ENSG00000176890.16","TYMS",0.0259421529880638,1.99747522786391,5.21957483245834
"ENSG00000143185.4","XCL2",0.226493733113634,1.99537813107725,5.21336882168664
"ENSG00000134545.14","KLRC1",0.0875210423957562,1.98158261979072,5.1725432898418
"ENSG00000197766.9","CFD",1.26014235924203,1.97433265592131,1.44942910511676
"ENSG00000172116.23","CD8B",0.785161935994199,1.96246625702577,2.58239800237092
"ENSG00000108700.5","CCL8",0.0141527819834485,1.96030665315036,5.10958058874545
"ENSG00000165168.9","CYBB",1.5240535993491,1.9552555284917,1.0529958300296
"ENSG00000221869.5","CEBPD",1.27335326844709,1.94607270765749,1.4114717789447
"ENSG00000119922.11","IFIT2",0.687694350516169,1.94053828623361,2.54165711961132
"ENSG00000275743.1","TRBV14",0.0181050709023311,1.92967377848027,5.01892766734458
"ENSG00000148773.14","MKI67",0.0224834006014233,1.92946811426164,5.01831903813668
"ENSG00000153064.12","BANK1",0.472328870727015,1.92937816740923,4.32436215225419
"ENSG00000111537.5","IFNG",0.143615260909486,1.92893573810843,5.0167435590446
"ENSG00000005249.14","PRKAR2B",0.0813411083570189,1.92543940338563,5.00639673524076
"ENSG00000166927.13","MS4A7",0.704452901031313,1.91063532137059,2.48609916592762
"ENSG00000247982.7","LINC00926",0.363743099242164,1.90875935614781,4.26489106909847
"ENSG00000185201.18","IFITM2",1.61247937345868,1.90826604936878,0.99065202553525
"ENSG00000139318.8","DUSP6",1.19223268634419,1.89388026175603,1.34136953833532
"ENSG00000179344.17","HLA-DQB1",1.39026662091257,1.88544462814664,1.33003922401944
"ENSG00000222724.1","RNU2-63P",0.36889284084051,1.88235106129636,4.18872130939706
"ENSG00000140105.18","WARS1",1.1238655756929,1.86574186815871,2.41361041244101
"ENSG00000140968.12","IRF8",0.725290812395495,1.85194789567472,2.37706137340229
"ENSG00000287979.1","ENSG00000287979.1",1.19014240631376,1.84774923073123,2.37602814689442
"ENSG00000108960.9","MMD",0.0962514286658863,1.83856265360588,4.74929937646646
"ENSG00000277632.2","CCL3",0.367877121518383,1.83581760442294,4.05450430492696
"ENSG00000198467.16","TPM2",0.0886745468026055,1.8205908060768,4.69611466889238
"ENSG00000132386.11","SERPINF1",0.0892232371806825,1.81914648642988,4.69184044400034
"ENSG00000169429.12","CXCL8",0.344777671685847,1.8147143700625,3.99363599445107
"ENSG00000110077.15","MS4A6A",1.20123673929026,1.81349619712825,1.23340174831573
"ENSG00000116741.8","RGS2",1.06212535295112,1.8066215818162,2.29012244079322
"ENSG00000139187.10","KLRG1",0.420810134034017,1.80303855403706,3.95995929908021
"ENSG00000104921.15","FCER2",0.341634317104441,1.80243170952202,3.95820897021019
"ENSG00000167286.11","CD3D",1.53274468323515,1.80125159756064,0.848669433131019
"ENSG00000198178.11","CLEC4C",0.0609354558616926,1.79577268887554,4.62266955960398
"ENSG00000152492.15","CCDC50",0.334166847138488,1.78086003899201,3.89598954370531
"ENSG00000106565.19","TMEM176B",1.27114004124045,1.76647344341899,1.17024317550491
"ENSG00000100385.15","IL2RB",0.303384349207338,1.76105803049851,3.83887437451172
"ENSG00000173762.8","CD7",1.18960605146196,1.75486832723147,2.18202241573896
"ENSG00000165178.9","NCF1C",1.1027300800219,1.75467588740237,2.18162045550451
"ENSG00000198821.12","CD247",0.893206199758361,1.75178310016574,2.17557812299295
"ENSG00000102055.7","PPP1R2C",0.0448679201976452,1.7447457675789,4.47166383338827
"ENSG00000105426.19","PTPRS",0.069902977831684,1.74307822650711,4.46672902164301
"ENSG00000289536.1","ENSG00000289536.1",0.012639070182839,1.74229280584249,4.46440469921023
"ENSG00000176083.18","ZNF683",0.0525812547070835,1.73819180709372,4.4522684723219
"ENSG00000108691.10","CCL2",0.0443766647304309,1.73203758240999,4.4340560631848
"ENSG00000128218.8","VPREB3",0.255116925258636,1.73101832373048,4.43103973585819
"ENSG00000117281.16","CD160",0.206524111400491,1.73047957739805,4.42944540527528
"ENSG00000185507.21","IRF7",0.732815684645381,1.72569817461475,2.14249680138208
"ENSG00000289400.2","ENSG00000289400.2",0.0174724974873072,1.71940480413249,4.39667144719306
"ENSG00000153563.17","CD8A",0.641736266102611,1.71878791756981,2.12965794936175
"ENSG00000158050.5","DUSP2",0.515352885646409,1.71295540767849,3.70013140599295
"ENSG00000290039.1","ENSG00000290039.1",1.11191890834307,1.70717914011567,2.08241124416339
"ENSG00000176783.15","RUFY1",0.262969438492772,1.70536669367618,4.35512798326687
"ENSG00000198851.10","CD3E",1.61648826736152,1.70441920747052,0.720196002286902
"ENSG00000117228.11","GBP1",1.1660202399445,1.69768899849814,2.06258863484432
"ENSG00000169756.17","LIMS1",0.652708861637401,1.69210084818976,2.08007494074164
"ENSG00000124491.16","F13A1",0.100518201303306,1.68896634850098,4.30659387675138
"ENSG00000234184.8","LINC01781",0.0972311564847295,1.67393318451683,4.26210571663782
"ENSG00000121552.4","CSTA",1.13581981226028,1.67172819176447,2.00836279183489
"ENSG00000205336.14","ADGRG1",0.230203390820067,1.66859517120529,4.24630874993527
"ENSG00000235576.3","LINC01871",0.431674662796458,1.65953563802582,3.54605212746939
"ENSG00000184451.5","CCR10",0.0554746481474102,1.65826582326768,4.21574075470808
"ENSG00000066279.19","ASPM",0.0140062836015019,1.65241805886405,4.19843526403628
"ENSG00000125148.7","MT2A",1.24771686868188,1.65185312031673,1.01629098318936
"ENSG00000171848.16","RRM2",0.0207025251075628,1.64907997215198,4.18855674902269
"ENSG00000205809.11","KLRC2",0.0556321142707775,1.64894054900401,4.18814414929738
"ENSG00000167618.10","LAIR2",0.381094510665012,1.64226219505503,3.49623012996057
"ENSG00000160789.24","LMNA",0.259933358752635,1.63814253789783,4.15618922300868
"ENSG00000131747.15","TOP2A",0.0178708770490084,1.63219832586508,4.13859831154514
"ENSG00000158481.13","CD1C",0.125282086033891,1.62908090365989,4.12937281660927
"ENSG00000106066.15","CPVL",1.00809898597531,1.62819620492922,1.91743500564423
"ENSG00000123689.6","G0S2",0.029949993472084,1.62640797120337,4.12146271550056
"ENSG00000163687.14","DNASE1L3",0.0650510820908548,1.62279777381462,4.11077893398646
"ENSG00000197540.8","GZMM",0.831114834046383,1.61950597757505,1.94519793179749
"ENSG00000148154.10","UGCG",0.32623874068502,1.61921901505763,3.42976641115437
"ENSG00000049768.18","FOXP3",0.0279298051618825,1.60906961751635,4.07015272807897
"ENSG00000135218.19","CD36",1.01644867339673,1.60789136416124,1.87502310684959
"ENSG00000158710.15","TAGLN2",1.33352373868662,1.60521213293625,0.953645179507753
"ENSG00000291237.1","SOD2",1.14105629953657,1.60359746666484,1.86605419406012
"ENSG00000254709.8","IGLL5",0.0302130229333874,1.60194367262246,4.04906467384543
"ENSG00000242258.2","LINC00996",0.0750006174045246,1.60151618952528,4.04779960838791
"ENSG00000182287.15","AP1S2",1.34614131308593,1.59485316302205,0.939731537622452
"ENSG00000143297.19","FCRL5",0.0659454625559881,1.59444163205573,4.02686362672965
"ENSG00000132514.14","CLEC10A",0.174437218995615,1.59227344534723,4.02044723710298
"ENSG00000145287.11","PLAC8",1.58358414514252,1.58771713779588,0.565360257101279
"ENSG00000030582.19","GRN",1.28462390911966,1.58460795014443,0.925970688406897
"ENSG00000182010.11","RTKN2",0.0838406638218783,1.57920793563444,3.98178202406595
"ENSG00000066336.13","SPI1",1.20588290651316,1.57752549655538,0.916457896717804
"ENSG00000173457.11","PPP1R14B",0.532136398149334,1.57744408328786,3.30927447737577
"ENSG00000119917.15","IFIT3",0.649541280408337,1.5701362760129,1.85347192384702
"ENSG00000160654.11","CD3G",1.31003086671793,1.56822582595099,0.903967051825662
"ENSG00000119866.22","BCL11A",0.475663064289689,1.56468879008129,3.27248423310098
"ENSG00000102524.12","TNFSF13B",1.08136665578157,1.56339667792529,1.78208447457454
"ENSG00000164713.10","BRI3",1.50933362871714,1.56199979635604,0.531239493543851
"ENSG00000119655.11","NPC2",1.45098873073731,1.55795208338104,0.890167882977403
"ENSG00000270055.1","ENSG00000270055.1",0.235064388618101,1.55296040443133,3.90410680067453
"ENSG00000111716.14","LDHB",1.66426244158093,1.54914372405719,0.514182559248666
"ENSG00000154451.15","GBP5",0.958892636943699,1.54752979462981,1.74894239499835
"ENSG00000224137.2","LINC01857",0.134275313349377,1.54284344444389,3.87416733242562
"ENSG00000125538.12","IL1B",0.364833436770111,1.53940747964145,3.19956504797482
"ENSG00000104267.10","CA2",0.109478169275291,1.53501109492068,3.85098879063489
"ENSG00000127824.15","TUBA4A",0.739802906345902,1.53334581314754,1.7851174031084
"ENSG00000116191.19","RALGPS2",0.344193399617387,1.53311350650292,3.18141126620943
"ENSG00000100079.7","LGALS2",0.770751603257067,1.52878856658762,1.77665030646895
"ENSG00000235162.9","C12orf75",0.478607738952242,1.52724939557509,3.16449734114355
"ENSG00000143184.5","XCL1",0.0709629794834107,1.52456896244595,3.82008702824125
"ENSG00000188042.8","ARL4C",1.12676041111876,1.52303343788885,1.69777543364135
"ENSG00000140749.9","IGSF6",1.03725067573279,1.51920511432684,1.68977899213657
"ENSG00000180354.16","MTURN",0.087756930301672,1.51573949574126,3.79395768322183
"ENSG00000099958.15","DERL3",0.0740598710060992,1.5155550324645,3.79341179469164
"ENSG00000184897.7","H1-10",1.42936143846202,1.51372905049811,0.830769752882313
"ENSG00000066923.19","STAG3",0.0634491009576778,1.51264807338041,3.78480913052108
"ENSG00000136826.15","KLF4",1.00293074195541,1.51219756030999,1.67514190755378
"ENSG00000159958.7","TNFRSF13C",0.274594181115353,1.50878544404389,3.77337831844694
"ENSG00000123416.15","TUBA1B",1.37881415182401,1.50695398545948,0.821669829870874
"ENSG00000121316.11","PLBD1",0.752632150368107,1.50324991914788,1.72920099841201
"ENSG00000172216.6","CEBPB",1.25102627779567,1.50116930219411,0.813900137320277
"ENSG00000101856.10","PGRMC1",0.181473197541256,1.49946684663857,3.74580147209322
"ENSG00000002549.13","LAP3",1.15511362953119,1.49474573523939,1.63868926814953
"ENSG00000269404.7","SPIB",0.226312610021068,1.49468612742718,3.73165372502157
"ENSG00000012124.17","CD22",0.221012632960856,1.49292783997268,3.72645036437945
"ENSG00000175779.5","LINC02694",0.0215754185940593,1.49081470439571,3.72019688946299
"ENSG00000197629.6","MPEG1",1.09916976476865,1.48829429372342,1.62521376800739
"ENSG00000187118.14","CMC1",0.446822151619612,1.48761288852281,3.05017329127367
"ENSG00000116824.5","CD2",0.991943598077317,1.47143917192463,1.59000749734169
"ENSG00000007264.15","MATK",0.343467901524782,1.47113688909788,3.00265136969196
"ENSG00000163931.17","TKT",1.41343842607893,1.46693582459181,0.767919470150474
"ENSG00000136810.13","TXN",0.996791724079175,1.46623670972159,1.57914081274367
"ENSG00000204103.4","MAFB",0.669156751845622,1.46502952336397,1.65818974623477
"ENSG00000115758.14","ODC1",0.586493035000874,1.4648520875703,2.98452404171338
"ENSG00000142546.14","NOSIP",1.25332870652793,1.45756480257829,0.755332789672075
"ENSG00000247774.9","PCED1B-AS1",1.31377319101952,1.45692754582873,0.754476858795194
"ENSG00000127152.18","BCL11B",1.07556528222176,1.45363779884464,1.55282473673295
"ENSG00000048462.11","TNFRSF17",0.0375540922238286,1.44933412238486,3.59744197399429
"ENSG00000115738.10","ID2",1.0207497866067,1.4464909616995,1.53789672340031
"ENSG00000205056.9","LINC02397",0.153339393753676,1.44595964790002,3.58745577539104
"ENSG00000169554.23","ZEB2",1.178571421837,1.44585472102971,1.53656777060503
"ENSG00000224397.9","PELATON",0.605295123424462,1.44527303441522,1.62148334929401
"ENSG00000117984.15","CTSD",1.23702253191068,1.44413574451689,0.737295561427302
"ENSG00000117632.23","STMN1",0.383855368790883,1.44037354239761,2.91392028201849
"ENSG00000100906.12","NFKBIA",1.34955692112671,1.4324885417885,0.721651630701512
"ENSG00000131203.13","IDO1",0.0649487239855141,1.42767518755907,3.53334594195241
"ENSG00000054654.20","SYNE2",0.681679277621796,1.42545133910954,1.58465580276912
"ENSG00000084234.18","APLP2",1.12747312501575,1.41925652211513,1.48101056957226
"ENSG00000168517.11","HEXIM2",0.0336041113209301,1.4139551540275,3.49274377402826
"ENSG00000116701.16","NCF2",1.04914932595811,1.40960907361444,1.46085938424098
"ENSG00000185745.10","IFIT1",0.373295597955985,1.40730127007775,2.81852953265152
"ENSG00000131981.16","LGALS3",1.00402709264259,1.40450386828504,1.45019584571681
"ENSG00000115956.10","PLEK",1.05619022631214,1.39814503202307,1.43691377554074
"ENSG00000100473.18","COCH",0.0518903609463047,1.39574665812588,3.43885874477215
"ENSG00000119535.20","CSF3R",0.80191535619749,1.39458308242085,1.52730439352717
"ENSG00000100292.18","HMOX1",0.286065757585189,1.3928833810525,3.43038535028086
"ENSG00000132965.10","ALOX5AP",0.789678568621163,1.39233704192208,1.52313138210259
"ENSG00000143878.10","RHOB",0.776296885243418,1.39178269309743,1.52210143452161
"ENSG00000124766.7","SOX4",0.277087243978903,1.3880130749317,3.41597248558168
"ENSG00000106537.8","TSPAN13",0.146308416128853,1.38566688058056,3.40902931180529
"ENSG00000196139.14","AKR1C3",0.0849444535125415,1.38234908512759,3.39921084541382
"ENSG00000110848.8","CD69",0.814982889094716,1.37971335522424,1.49967731311348
"ENSG00000126353.3","CCR7",0.818357737346804,1.37653830228872,1.49377825110598
"ENSG00000181036.14","FCRL6",0.172614695213395,1.37539127531301,3.37862035911319
"ENSG00000168913.7","ENHO",0.0366082072118772,1.37201673355361,3.36863396142204
"ENSG00000204257.15","HLA-DMA",1.04139602823183,1.37073407705656,1.37965892379437
"ENSG00000124882.4","EREG",0.0392920073967467,1.37026645102203,3.36345429002412
"ENSG00000137198.10","GMPR",0.0459359038925673,1.36997942336409,3.36260487918705
"ENSG00000157601.15","MX1",0.915605866774638,1.36719735239445,1.37227156182744
"ENSG00000271614.1","ATP2B1-AS1",1.03110042311543,1.36632440180903,1.37044817929986
"ENSG00000137801.11","THBS1",0.232757225224595,1.36389144911601,3.34458852724668
"ENSG00000138061.12","CYP1B1",0.353345361622587,1.36328319833413,2.69156768350181
"ENSG00000226777.9","FAM30A",0.121100651051137,1.36136870418009,3.33712288124209
"ENSG00000197061.5","H4C3",0.762736126352163,1.35309098056359,1.45021450348501
"ENSG00000185215.11","TNFAIP2",0.827498871153391,1.35246346872187,1.44904862331232
"ENSG00000150093.20","ITGB1",0.87736114512014,1.35190992970134,1.44802018029988
"ENSG00000120738.8","EGR1",0.413128413637099,1.3516793353241,2.65809852307119
"ENSG00000117724.15","CENPF",0.0363281850408049,1.35019153990835,3.30404591392762
"ENSG00000204475.10","NCR3",0.309257873726476,1.3500365356068,2.65336017625978
"ENSG00000163534.15","FCRL1",0.171488301343811,1.34709011590069,3.29486776300889
"ENSG00000168899.5","VAMP5",0.939136524030034,1.3464247932715,1.32888271257247
"ENSG00000177156.11","TALDO1",1.33500363022027,1.34548897647542,0.604798236399889
"ENSG00000182718.18","ANXA2",1.40620671550511,1.33597899398372,0.592024911269989
"ENSG00000147535.17","PLPP5",0.292074408519951,1.33471250060109,3.25823825960872
"ENSG00000085998.15","POMGNT1",0.752221272406669,1.3337842335696,1.41434370070044
"ENSG00000166598.16","HSP90B1",1.21013191302742,1.32771343659174,0.580923034685057
"ENSG00000162444.12","RBP7",0.481976256078391,1.325277339156,2.58194693073727
"ENSG00000185885.17","IFITM1",1.26153423379642,1.32496013122942,0.577224934861485
"ENSG00000279602.2","ENSG00000279602.2",0.916625038474905,1.31943408805731,1.27250566086242
"ENSG00000150687.12","PRSS23",0.113984555988418,1.31843634448988,3.21007167006898
